Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
Certified Raw,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/106865868/certified-raw,2.9,-1,Trad,5.10,1,90,44.40783,-73.50371
Firecracker,Upper South Corner Cliffs > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/108450436/firecracker,2.6,-1,Trad,5.7,1,70,43.5378,-73.9677
Wald-Calder Route,Pitchoff Chimney Cliff > C: Keene Region > Adirondacks > New York,https://www.mountainproject.com/route/107775596/wald-calder-route,3.0,-1,Trad,5.9 PG13,2,200,44.23598,-73.86449
No Man's a Pilot,Wallface > E: High Peaks Region > Adirondacks > New York,https://www.mountainproject.com/route/108411710/no-mans-a-pilot,3.3,-1,"Trad, Aid",5.9+ C2,5,500,44.137,-74.035
Flight of the Falcon,Sleeping Beauty Mountain > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/107219263/flight-of-the-falcon,3.0,-1,Trad,5.9,1,80,43.5518,-73.54954
Ectoplasmic Remains,Tilman's Arete > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/106819574/ectoplasmic-remains,3.0,-1,Trad,5.9+ PG13,1,100,44.13797,-73.74651
Good Day,Main Wall > Shelving Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/119528643/good-day,3.3,-1,Sport,5.10b,1,90,43.5605,-73.60366
Roaring Twenties,Upper Beer Wall > Beer Walls > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/117265459/roaring-twenties,3.3,-1,Trad,5.10b,1,140,44.14338,-73.75578
Endless Journey,Potash Cliff > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/119866824/endless-journey,3.3,-1,Sport,5.11a,1,90,43.3751,-73.82928
Criminal Minds,Split Rock Canyon > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/119649437/criminal-minds,3.3,-1,Sport,5.11c,1,50,44.22557,-73.38588
Star in the Dust,Good Luck Mountain > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/117366409/star-in-the-dust,3.3,-1,Trad,5.10a PG13,1,80,43.249,-74.557
No Comments from the Peanut Gallery,Upper Beer Wall > Beer Walls > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/113548359/no-comments-from-the-peanut-gallery,3.3,-1,Trad,5.10c,1,130,44.14338,-73.75578
Rum Doodle,The Aquarium > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/112113378/rum-doodle,2.8,-1,Trad,5.7,1,100,44.13771,-73.7441
Miller Light,Lower Beer Wall > Beer Walls > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/117366186/miller-light,3.3,-1,Sport,5.12c,1,60,44.14472,-73.75802
Action Steps,Upper South Corner Cliffs > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/109179925/action-steps,2.7,-1,Trad,5.8,1,90,43.5378,-73.9677
Thunderhead,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/113466322/thunderhead,3.3,-1,Trad,5.10d,2,150,44.40783,-73.50371
Breakfast Can Wait,Purple Rain Wall > Silver Lake > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/117239155/breakfast-can-wait,3.3,-1,Trad,5.9,1,50,44.51959,-73.81865
Pat Tricks,Lower Beer Wall > Beer Walls > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/106055079/pat-tricks,3.1,-1,Trad,5.10c,1,70,44.14472,-73.75802
Caribou Barbie,Politico Wall > Shelving Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/108211276/caribou-barbie,2.8,-1,Trad,5.10a,1,90,43.55552,-73.60298
Lost Boys,State Brook > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/112004785/lost-boys,3.3,-1,Trad,5.11,1,90,43.26951,-74.56834
Return to Sender,Sugarloaf > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/109473325/return-to-sender,3.3,-1,Trad,5.8- R,4,480,43.75526,-74.46058
"Lawyers, Guns, and Money",Belleview Slab > Belleview > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/107723828/lawyers-guns-and-money,2.8,-1,Sport,5.10b/c PG13,1,90,43.5391,-73.95986
It's About Time,Future Wall > Washbowl Pond > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/112499607/its-about-time,3.3,-1,Sport,5.11b,1,75,44.14462,-73.74134
Orange Crush,Citrus Wall > Little Crow Mountain > C: Keene Region > Adirondacks > New York,https://www.mountainproject.com/route/113501434/orange-crush,3.3,-1,Trad,5.10c PG13,1,50,44.26387,-73.75032
Borderline,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/107183286/borderline,3.3,-1,Trad,5.11,1,120,44.40783,-73.50371
E-stim,Black Arches Wall > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/106544503/e-stim,2.5,-1,Trad,5.6,2,135,43.5431,-73.95414
Tommy Gun,Rods'n'Guns Wall > West Ridge > West Mountain > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/110445586/tommy-gun,3.3,-1,"Trad, TR",5.10b/c PG13,1,,43.35897,-73.97185
Screaming Matrix,Rogers Slide > Rogers Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/108199490/screaming-matrix,2.9,-1,Trad,5.7 PG13,4,650,43.7974,-73.46669
Ragtime,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/106793543/ragtime,3.3,-1,Trad,5.10+ PG13,3,225,44.40783,-73.50371
Backwoods Ballet,Mud Pond > Silver Lake > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/119561089/backwoods-ballet,3.2,-1,Trad,5.10a/b,1,55,44.51125,-73.83192
Touche,Ark Wall > Shelving Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/110645101/touche,2.3,-1,Sport,5.7,1,60,43.56076,-73.5939
Eighteen Wheeler,Highway Blues Slab > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/111908236/eighteen-wheeler,3.2,-1,Trad,5.10b,2,120,44.07487,-73.6735
Lycanthropia,The Spider's Web > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/106553548/lycanthropia,3.2,-1,Trad,5.12c PG13,1,100,44.1454,-73.75082
Chronic Fixation,The King Wall > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/105973398/chronic-fixation,2.6,-1,Sport,5.10b,1,50,44.13223,-73.74423
Hackett Corner,Main Wall > Shelving Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/108289923/hackett-corner,3.0,-1,Trad,5.10a,1,100,43.5605,-73.60366
Stairway To Heaven,Height Of Land Walls > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/106910746/stairway-to-heaven,2.6,-1,Trad,5.7,1,40,43.5378,-73.9677
Push,Good Luck Mountain > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/107683611/push,3.2,-1,Sport,5.12b/c,1,80,43.249,-74.557
Bubba Does Baker,Baker Mountain > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/117568119/bubba-does-baker,3.3,-1,Trad,5.11a,1,80,44.3343,-74.1045
Life of Try,Lost Hunters > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/114548020/life-of-try,3.3,-1,Sport,5.12b,1,70,43.27049,-74.51824
Carpenter & Das,Black Arches Wall > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/106609778/carpenter-das,2.8,-1,Trad,5.8,2,140,43.5431,-73.95414
TB or Not TB,Baker Mountain > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/107324327/tb-or-not-tb,2.6,-1,"Trad, TR",5.7,1,80,44.3343,-74.1045
What The Eft,Pinnacle Mountain > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/110455721/what-the-eft,3.3,-1,Trad,5.11b,1,60,43.22134,-74.38248
Cock-a-Doodle-Doo,Rooster Comb Mtn > E: High Peaks Region > Adirondacks > New York,https://www.mountainproject.com/route/112858857/cock-a-doodle-doo,3.3,-1,Trad,5.9,1,70,44.17222,-73.81153
Handlebarbarism,Summit Cliff > Silver Lake > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/113498745/handlebarbarism,3.2,-1,Trad,5.10b,1,80,44.516,-73.81299
Gold,Bear Den > D: Wilmington Region > Adirondacks > New York,https://www.mountainproject.com/route/107880026/gold,3.3,-1,Trad,5.10a,1,100,44.3647,-73.8645
Pearl necklace,Jewels and Gems > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/107888895/pearl-necklace,2.3,-1,Trad,5.8+ PG13,1,65,44.13591,-73.73993
Doesn't Remind Me,Bear Den > D: Wilmington Region > Adirondacks > New York,https://www.mountainproject.com/route/111876673/doesnt-remind-me,3.3,-1,Trad,5.10c,2,160,44.3647,-73.8645
The FM,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/106959629/the-fm,2.5,-1,Trad,5.7+ R,4,350,44.40783,-73.50371
The Entertainer,Stewarts Ledge > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/107608394/the-entertainer,2.7,-1,Sport,5.8,1,40,43.50607,-73.62633
Barking Spider,Stewarts Ledge > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/107608360/barking-spider,2.8,-1,Trad,5.7,1,60,43.50607,-73.62633
Parthenope,Lost T > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/107564746/parthenope,2.6,-1,Sport,5.11d,1,80,43.2608,-74.5222
Finger It Out,The Barkeater Cliff > C: Keene Region > Adirondacks > New York,https://www.mountainproject.com/route/106049542/finger-it-out,2.3,-1,Trad,5.10b,1,60,44.25695,-73.8634
Snake Charmer,Main Wall > Shelving Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/108289913/snake-charmer,2.7,-1,Trad,5.9,1,100,43.5605,-73.60366
The Shining,The Creature Wall > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/106236113/the-shining,2.7,-1,"Trad, TR",5.10a,1,90,44.1411,-73.74312
Smear Campaign,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/111886940/smear-campaign,3.0,-1,Trad,5.11a,1,90,44.40783,-73.50371
The Inverted Englishman,State Brook > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/109600564/the-inverted-englishman,2.5,-1,Trad,-5.8,1,70,43.26951,-74.56834
Shock and Awe,Desert Shield Area > Shelving Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/108192883/shock-and-awe,2.4,-1,Sport,5.7,1,55,43.55751,-73.60322
Incognito,Left End > Deadwater > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/107233797/incognito,2.5,-1,Trad,5.8,1,75,44.06057,-73.66462
Air Male,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/106815615/air-male,2.9,-1,Sport,5.11d PG13,1,90,44.40783,-73.50371
Welcome To Deadwater,Right End > Deadwater > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/115406811/welcome-to-deadwater,2.8,-1,Trad,5.10a/b,1,50,44.06109,-73.66381
Brightly Colored Males,Tanager Face > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/107208137/brightly-colored-males,2.0,-1,"Trad, TR",5.6,1,70,44.13715,-73.74584
Dobsonfly,Eagle Falls > I: Old Forge Region > Adirondacks > New York,https://www.mountainproject.com/route/107776651/dobsonfly,2.3,-1,Trad,5.7,1,70,43.9051,-75.1959
Bachelors and Bowery Bums,The Barkeater Cliff > C: Keene Region > Adirondacks > New York,https://www.mountainproject.com/route/107729960/bachelors-and-bowery-bums,2.6,-1,Trad,5.7,1,90,44.25695,-73.8634
Cherty Girl,Underwood Canyon > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/119610294/cherty-girl,3.0,-1,Sport,5.10c,1,70,44.08727,-73.68867
Jugs of Beer,Live Free or Die Area > Beer Walls > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/107123583/jugs-of-beer,1.4,-1,Trad,5.3,1,40,44.14423,-73.75733
Pumpernickel,The Spider's Web > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/107229211/pumpernickel,3.0,-1,Trad,5.11,1,80,44.1454,-73.75082
ASPCA,The Barkeater Cliff > C: Keene Region > Adirondacks > New York,https://www.mountainproject.com/route/108232331/aspca,2.6,-1,Trad,5.7+ PG13,1,100,44.25695,-73.8634
Obama Mama,Politico Wall > Shelving Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/108211303/obama-mama,2.4,-1,Sport,5.8,1,90,43.55552,-73.60298
Screaming Meaney,Rogers Slide > Rogers Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/107182654/screaming-meaney,2.9,-1,Trad,5.8 PG13,3,515,43.7974,-73.46669
Double Diamond,Potash Cliff > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/109101014/double-diamond,3.0,-1,Trad,5.10d,1,40,43.3751,-73.82928
Terapia,Lost Hunters > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/114516207/terapia,2.9,-1,Sport,5.12b,1,50,43.27049,-74.51824
Willie's Danish Prince,Long Play Wall > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/107389416/willies-danish-prince,3.0,-1,Trad,5.9,1,115,43.5378,-73.9677
Frick,Sleeping Beauty Mountain > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/107219282/frick,2.9,-1,Trad,5.8,1,90,43.5518,-73.54954
Full Moon Fever,Upper Measles Wall > Measles Walls > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/106594374/full-moon-fever,2.3,-1,Sport,5.7 PG13,1,50,43.5378,-73.9677
First Amendment,Sky High Wall > Sky High > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/111107942/first-amendment,3.0,-1,Trad,5.10a,1,150,43.54061,-73.95651
Opening Statement,The Courthouse > E: High Peaks Region > Adirondacks > New York,https://www.mountainproject.com/route/106486835/opening-statement,3.0,-1,Trad,5.7,1,70,44.17651,-73.84421
Eternity,The Spider's Web > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/112223286/eternity,2.9,-1,Trad,5.10d,1,160,44.1454,-73.75082
Old Route,Hurricane Crag > C: Keene Region > Adirondacks > New York,https://www.mountainproject.com/route/106816516/old-route,2.7,-1,Trad,5.3,3,330,44.21541,-73.69944
Second Job,Black Arches Wall > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/106532870/second-job,2.7,-1,Trad,5.8,1,125,43.5431,-73.95414
Random Rope,Eagle Falls > I: Old Forge Region > Adirondacks > New York,https://www.mountainproject.com/route/118659855/random-rope,3.0,-1,"Trad, TR",5.8 PG13,1,70,43.9051,-75.1959
Jug-Or-Not,Potter Mountain Cliff > Silver Lake > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/117849646/jug-or-not,3.0,-1,Sport,5.11c,1,,44.5173,-73.7984
"The Hole, Lizard Head Variation",Wright Peak > E: High Peaks Region > Adirondacks > New York,https://www.mountainproject.com/route/107631265/the-hole-lizard-head-variation,3.0,-1,"Trad, Alpine",5.6,1,50,44.15174,-73.97953
Gothics Arch,Gothics > E: High Peaks Region > Adirondacks > New York,https://www.mountainproject.com/route/106358782/gothics-arch,2.6,-1,Trad,5.6 PG13,7,800,44.1258,-73.8586
Wall Ruler-King and I (linkup),The King Wall > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/111095333/wall-ruler-king-and-i-linkup,3.0,-1,Trad,5.10d,4,370,44.13223,-73.74423
Rusty Lumberjack,Main Wall > Shelving Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/108977188/rusty-lumberjack,3.0,-1,Trad,5.11b,1,100,43.5605,-73.60366
Eatin' Tripe and Lichen It,Black Arches Wall > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/106283283/eatin-tripe-and-lichen-it,3.0,-1,Trad,5.8,2,130,43.5431,-73.95414
Tougastan,Ark Wall > Shelving Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/110645078/tougastan,2.0,-1,Sport,5.7,1,60,43.56076,-73.5939
Mental Blocks,Wallface > E: High Peaks Region > Adirondacks > New York,https://www.mountainproject.com/route/112062675/mental-blocks,2.9,-1,"Trad, Aid",5.12a C1,6,530,44.137,-74.035
Sioux City Sarsaparilla,Main Cliff > Deadwater > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/119459721/sioux-city-sarsaparilla,2.9,-1,Trad,5.9,1,100,44.06109,-73.66381
Out with the boys again,Wallface > E: High Peaks Region > Adirondacks > New York,https://www.mountainproject.com/route/106445365/out-with-the-boys-again,2.9,-1,Trad,5.7 PG13,4,350,44.137,-74.035
Center Climb,Noonmark Mountain > E: High Peaks Region > Adirondacks > New York,https://www.mountainproject.com/route/106153905/center-climb,2.8,-1,"Trad, Alpine",5.7,1,90,44.125,-73.78724
Two Pots to Piss In,Ark Wall > Shelving Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/110644680/two-pots-to-piss-in,2.8,-1,Trad,5.10b,1,50,43.56076,-73.5939
Animal Farm,Upper South Corner Cliffs > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/108974434/animal-farm,2.8,-1,Trad,5.10a/b,1,70,43.5378,-73.9677
